Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
125873515;1920;2019-04-12 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-12 17:30;2019-03-29 03:23:04
125873515;1920;2019-04-12 18:00;2019-03-29 03:23:04
125873515;1920;2019-04-12 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-12 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-12 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-12 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-12 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-12 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-15 07:00;2019-03-29 03:23:04
125873515;1920;2019-04-15 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-15 07:30;2019-03-29 03:23:04
125873515;1920;2019-04-15 08:15;2019-03-29 03:23:04
125873515;1920;2019-04-15 08:30;2019-03-29 03:23:04
125873515;1920;2019-04-15 11:35;2019-03-29 03:23:04
125873515;1920;2019-04-15 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-15 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-15 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-15 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-15 12:50;2019-03-29 03:23:04
125873515;1920;2019-04-15 13:05;2019-03-29 03:23:04
125873515;1920;2019-04-15 13:20;2019-03-29 03:23:04
125873515;1920;2019-04-15 13:45;2019-03-29 03:23:04
125873515;1920;2019-04-15 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-15 14:25;2019-03-29 03:23:04
125873515;1920;2019-04-15 14:40;2019-03-29 03:23:04
125873515;1920;2019-04-16 12:15;2019-03-29 03:23:04
125873515;1920;2019-04-16 12:30;2019-03-29 03:23:04
125873515;1920;2019-04-16 12:45;2019-03-29 03:23:04
125873515;1920;2019-04-16 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-16 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-16 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-16 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-16 17:30;2019-03-29 03:23:04
125873515;1920;2019-04-16 18:00;2019-03-29 03:23:04
125873515;1920;2019-04-16 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-16 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-16 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-16 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-16 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-16 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-16 19:45;2019-03-29 03:23:04
125873515;1920;2019-04-17 07:40;2019-03-29 03:23:04
125873515;1920;2019-04-17 07:55;2019-03-29 03:23:04
125873515;1920;2019-04-17 08:10;2019-03-29 03:23:04
125873515;1920;2019-04-17 08:25;2019-03-29 03:23:04
125873515;1920;2019-04-17 08:55;2019-03-29 03:23:04
125873515;1920;2019-04-17 09:10;2019-03-29 03:23:04
125873515;1920;2019-04-17 09:25;2019-03-29 03:23:04
125873515;1920;2019-04-18 12:00;2019-03-29 03:23:04
125873515;1920;2019-04-18 12:15;2019-03-29 03:23:04
125873515;1920;2019-04-18 12:30;2019-03-29 03:23:04
125873515;1920;2019-04-18 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-18 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-18 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-18 13:50;2019-03-29 03:23:04
125873515;1920;2019-04-18 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-18 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-18 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-18 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-18 17:30;2019-03-29 03:23:04
125873515;1920;2019-04-18 18:00;2019-03-29 03:23:04
125873515;1920;2019-04-18 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-18 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-18 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-18 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-18 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-18 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-18 19:45;2019-03-29 03:23:04
125873515;1920;2019-04-19 07:00;2019-03-29 03:23:04
125873515;1920;2019-04-19 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-19 07:30;2019-03-29 03:23:04
125873515;1920;2019-04-19 08:15;2019-03-29 03:23:04
125873515;1920;2019-04-19 08:30;2019-03-29 03:23:04
125873515;1920;2019-04-19 09:15;2019-03-29 03:23:04
125873515;1920;2019-04-19 09:30;2019-03-29 03:23:04
125873515;1920;2019-04-19 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-19 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-19 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-19 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-19 12:50;2019-03-29 03:23:04
125873515;1920;2019-04-19 13:05;2019-03-29 03:23:04
125873515;1920;2019-04-19 13:20;2019-03-29 03:23:04
125873515;1920;2019-04-19 13:45;2019-03-29 03:23:04
125873515;1920;2019-04-19 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-19 14:25;2019-03-29 03:23:04
125873515;1920;2019-04-19 14:40;2019-03-29 03:23:04
125873515;1920;2019-04-23 07:00;2019-03-29 03:23:04
125873515;1920;2019-04-23 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-23 07:30;2019-03-29 03:23:04
125873515;1920;2019-04-23 08:15;2019-03-29 03:23:04
125873515;1920;2019-04-23 08:30;2019-03-29 03:23:04
125873515;1920;2019-04-23 09:15;2019-03-29 03:23:04
125873515;1920;2019-04-23 09:30;2019-03-29 03:23:04
125873515;1920;2019-04-23 11:35;2019-03-29 03:23:04
125873515;1920;2019-04-23 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-23 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-23 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-23 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-23 12:50;2019-03-29 03:23:04
125873515;1920;2019-04-23 13:05;2019-03-29 03:23:04
125873515;1920;2019-04-23 13:20;2019-03-29 03:23:04
125873515;1920;2019-04-23 13:45;2019-03-29 03:23:04
125873515;1920;2019-04-23 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-23 14:25;2019-03-29 03:23:04
125873515;1920;2019-04-23 14:40;2019-03-29 03:23:04
125873515;1920;2019-04-24 12:00;2019-03-29 03:23:04
125873515;1920;2019-04-24 12:15;2019-03-29 03:23:04
125873515;1920;2019-04-24 12:30;2019-03-29 03:23:04
125873515;1920;2019-04-24 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-24 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-24 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-24 13:50;2019-03-29 03:23:04
125873515;1920;2019-04-24 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-24 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-24 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-24 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-24 17:30;2019-03-29 03:23:04
125873515;1920;2019-04-24 18:00;2019-03-29 03:23:04
125873515;1920;2019-04-24 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-24 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-24 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-24 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-24 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-24 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-24 19:45;2019-03-29 03:23:04
125873515;1920;2019-04-25 07:00;2019-03-29 03:23:04
125873515;1920;2019-04-25 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-25 07:30;2019-03-29 03:23:04
125873515;1920;2019-04-25 08:15;2019-03-29 03:23:04
125873515;1920;2019-04-25 08:30;2019-03-29 03:23:04
125873515;1920;2019-04-25 09:15;2019-03-29 03:23:04
125873515;1920;2019-04-25 09:30;2019-03-29 03:23:04
125873515;1920;2019-04-25 11:35;2019-03-29 03:23:04
